pmcid,doi,citations,author,author_link,author_h_index,publisher_link,author_citations
PMC7122113,10.1007/978-1-60761-644-3_1,13,,,0,https://link.springer.com/chapter/10.1007/978-1-60761-644-3_1,0
PMC7122128,10.1007/978-0-387-79840-0_21,3,MS Diamond;PY Shi,https://scholar.google.com//citations?user=VBgE9FcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=WcBDYP8AAAAJ&hl=en&oi=sra,114,https://link.springer.com/chapter/10.1007/978-0-387-79840-0_21,51111
PMC7122132,10.1007/978-3-319-98122-2_4,6,,,0,https://link.springer.com/chapter/10.1007/978-3-319-98122-2_4,0
PMC7122153,10.1007/978-1-60327-553-8_2,0,EC Holland,https://scholar.google.com//citations?user=E4Ro3xAAAAAJ&hl=en&oe=ASCII&oi=sra,103,https://link.springer.com/chapter/10.1007/978-1-60327-553-8_2,45468
PMC7122155,10.1007/978-3-319-30723-7_7,11,,,0,https://link.springer.com/chapter/10.1007/978-3-319-30723-7_7,0
PMC7122190,10.1007/978-3-319-48683-3_3,34,S Ray;S Das;M Suar,https://scholar.google.com//citations?user=-KBddbMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=kpPe7nQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=kzDreIMAAAAJ&hl=en&oi=sra,38,https://link.springer.com/chapter/10.1007/978-3-319-48683-3_3,5927
PMC7122201,10.1007/978-3-319-96400-3_8,2,N Shanmugam;A Dhawan,https://scholar.google.com//citations?user=Cd06BGwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=_XoJQvEAAAAJ&hl=en&oi=sra,76,https://link.springer.com/chapter/10.1007/978-3-319-96400-3_8,22333
PMC7122206,10.1007/978-94-007-4543-8_3,3,,,0,https://link.springer.com/chapter/10.1007/978-94-007-4543-8_3,0
PMC7122207,10.1007/978-1-4614-0662-4_9,5,R Medzhitov,https://scholar.google.com//citations?user=7oY-qF4AAAAJ&hl=en&oi=sra,129,https://link.springer.com/chapter/10.1007/978-1-4614-0662-4_9,152107
PMC7122208,10.1007/978-3-319-05392-9_45,2,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122208/,0
PMC7122209,10.1007/978-3-319-72093-7_8,14,IS Schwartz,https://scholar.google.com//citations?user=36sP9JMAAAAJ&hl=en&oi=sra,29,https://link.springer.com/chapter/10.1007/978-3-319-72093-7_8,4875
PMC7122224,10.1007/978-0-387-77893-8_29,0,,,0,https://books.google.com/books?hl=ko&lr=&id=Bih5AXq_0uMC&oi=fnd&pg=PA325&dq=10.1007/978-0-387-77893-8_29&ots=tqfqv_bu1S&sig=nlt1LHyJE6Jikqk19yyla248Skc,0
PMC7122232,10.1007/978-3-319-99975-3_17,2,,,0,https://link.springer.com/chapter/10.1007/978-3-319-99975-3_17,0
PMC7122233,10.1007/978-3-030-22696-1_14,4,,,0,https://link.springer.com/chapter/10.1007/978-3-030-22696-1_14,0
PMC7122238,10.1007/978-3-030-36548-6_17,8,CA Pardo,https://scholar.google.com//citations?user=I2xwK7sAAAAJ&hl=en&oi=sra,72,https://link.springer.com/chapter/10.1007/978-3-030-36548-6_17,26371
PMC7122239,10.1007/978-0-387-79208-8_3,62,AS De Groot;L Moise;JA McMurry,https://scholar.google.com//citations?user=f5q5DgoAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=kHAzQt8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=hVOCcPsAAAAJ&hl=en&oi=sra,37,https://link.springer.com/chapter/10.1007/978-0-387-79208-8_3,7155
PMC7122247,10.1007/978-3-319-75474-1_11,19,T Steinmetzer,https://scholar.google.com//citations?user=IbpgnHYAAAAJ&hl=de&oi=sra,36,https://link.springer.com/chapter/10.1007/978-3-319-75474-1_11,5640
PMC7122285,10.1007/978-3-030-28513-5_2,1,L Cummings,https://scholar.google.com//citations?user=yG0RPUIAAAAJ&hl=en&oe=ASCII&oi=sra,27,https://link.springer.com/chapter/10.1007/978-3-030-28513-5_2,3419
PMC7122305,10.1007/978-3-319-59856-7_3,4,AH Katsanos;FB Karassa;DK Christodoulou,https://scholar.google.com//citations?user=rUnWFssAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=HHC4E7IAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=r8NccNgAAAAJ&hl=en&oi=sra,42,https://link.springer.com/chapter/10.1007/978-3-319-59856-7_3,5269
PMC7122311,10.1007/978-3-030-29403-8_1,2,,,0,https://link.springer.com/chapter/10.1007/978-3-030-29403-8_1,0
PMC7122321,10.1007/978-1-4614-9326-6_5,8,,,0,https://link.springer.com/chapter/10.1007/978-1-4614-9326-6_5,0
PMC7122336,10.1007/978-3-319-54093-1_2,4,RJ Green;HJ Zar;SA Madhi,https://scholar.google.com//citations?user=53BIRpwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=zBfcLygAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ok2EswEAAAAJ&hl=en&oi=sra,103,https://link.springer.com/chapter/10.1007/978-3-319-54093-1_2,54483
PMC7122342,10.1007/978-81-322-1184-6_27,3,,,0,https://link.springer.com/chapter/10.1007/978-81-322-1184-6_27,0
PMC7122352,10.1007/978-1-4419-7085-5_2,0,,,0,https://link.springer.com/chapter/10.1007/978-1-4419-7085-5_2,0
PMC7122369,10.1007/978-3-7091-1419-3_8,18,Q Chen,https://scholar.google.com//citations?user=UJVBYAIAAAAJ&hl=en&oi=sra,38,https://link.springer.com/chapter/10.1007/978-3-7091-1419-3_8,5298
PMC7122385,10.1007/978-1-4614-7636-8_1,12,AR Glanville,https://scholar.google.com//citations?user=KX4n-qoAAAAJ&hl=en&oi=sra,63,https://link.springer.com/chapter/10.1007/978-1-4614-7636-8_1,15345
PMC7122399,10.1007/978-3-319-61452-6_13,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-61452-6_13,0
PMC7122418,10.1007/7355_2018_47,7,NA Meanwell,https://scholar.google.com//citations?user=HLROxQUAAAAJ&hl=pt-BR&oi=sra,68,https://link.springer.com/chapter/10.1007/7355_2018_47,25040
PMC7122419,10.1007/978-1-4614-6486-0_8,7,,,0,https://www.taylorfrancis.com/chapters/edit/10.3109/9781420044386-11/genomics-omics-technologies-personalized-medicine-additional-biotechnology-related-techniques-robert-sindelar,0
PMC7122441,10.1007/978-1-4419-8053-3_13,0,,,0,https://link.springer.com/chapter/10.1007/978-1-4419-8053-3_13,0
PMC7122449,10.1007/978-1-4899-7624-6_2,6,,,0,https://link.springer.com/chapter/10.1007/978-1-4899-7624-6_2,0
PMC7122463,10.1007/978-981-10-3162-5_16,21,J Sarkar;T Chakraborti,https://scholar.google.com//citations?user=sjQKe2MAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=5yb5luoAAAAJ&hl=en&oi=sra,28,https://link.springer.com/chapter/10.1007/978-981-10-3162-5_16,5068
PMC7122468,10.1007/978-3-319-74835-1_11,0,ZM Patel;PH Hwang,https://scholar.google.com//citations?user=CqVolWoAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=H3lBaM8AAAAJ&hl=ko&oi=sra,54,https://link.springer.com/chapter/10.1007/978-3-319-74835-1_11,12810
PMC7122476,10.1007/978-1-4419-9745-6_16,0,G Borchard,https://scholar.google.com//citations?user=MgZtCmIAAAAJ&hl=en&oi=sra,58,https://link.springer.com/chapter/10.1007/978-1-4419-9745-6_16,13166
PMC7122484,10.1007/978-3-319-51639-4_3,23,S Sanchez,https://scholar.google.com//citations?user=dtEfQqMAAAAJ&hl=en&oi=sra,70,https://link.springer.com/chapter/10.1007/978-3-319-51639-4_3,20808
PMC7122495,10.1007/978-88-470-5313-7_7,1,,,0,https://link.springer.com/chapter/10.1007/978-88-470-5313-7_7,0
PMC7122497,10.1007/978-3-030-29403-8_8,19,V Yeung;GR Willis,https://scholar.google.com//citations?user=I83QK_kAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Le6q8wMAAAAJ&hl=en&oi=sra,18,https://link.springer.com/chapter/10.1007/978-3-030-29403-8_8,1514
PMC7122498,10.1007/978-3-642-01219-8_42,0,,,0,https://link.springer.com/chapter/10.1007/978-3-642-01219-8_42,0
PMC7122507,10.1007/978-981-10-7483-7_12,3,CK Jain;G Wadhwa,https://scholar.google.com//citations?user=LdVhXnUAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=jayOmCwAAAAJ&hl=en&oi=sra,14,https://link.springer.com/chapter/10.1007/978-981-10-7483-7_12,658
PMC7122510,10.1007/978-1-4419-8363-3_18,1,DJ Shedlock,https://scholar.google.com//citations?user=So-aycwAAAAJ&hl=en&oe=ASCII&oi=sra,30,https://link.springer.com/chapter/10.1007/978-1-4419-8363-3_18,5804
PMC7122514,10.1007/978-3-319-64632-9_4,0,ZD Levy,https://scholar.google.com//citations?user=uWqO_UUAAAAJ&hl=en&oi=sra,6,https://link.springer.com/chapter/10.1007/978-3-319-64632-9_4,78
PMC7122523,10.1007/978-94-017-9882-2_22,1,,,0,https://link.springer.com/chapter/10.1007/978-94-017-9882-2_22,0
PMC7122525,10.1007/978-981-13-3390-3_26,2,,,0,https://link.springer.com/chapter/10.1007/978-981-13-3390-3_26,0
PMC7122531,10.1007/978-981-10-7046-4_6,2,DJ Han,https://scholar.google.com//citations?user=Rw_Rza0AAAAJ&hl=de&oi=sra,39,https://link.springer.com/chapter/10.1007/978-981-10-7046-4_6,6365
PMC7122561,10.1007/978-3-319-96499-7_11,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-96499-7_11,0
PMC7122566,10.1007/978-3-319-98122-2_16,4,,,0,https://link.springer.com/chapter/10.1007/978-3-319-98122-2_16,0
PMC7122568,10.1007/978-1-4471-6416-6_37,3,,,0,https://link.springer.com/chapter/10.1007/978-1-4471-6416-6_37,0
PMC7122569,10.1007/978-3-319-13090-3_15,2,,,0,https://link.springer.com/chapter/10.1007/978-3-319-13090-3_15,0
PMC7122586,10.1007/978-94-017-7276-1_18,44,,,0,https://link.springer.com/chapter/10.1007/978-94-017-7276-1_18,0
PMC7122602,10.1007/978-1-4471-4474-8_24,0,,,0,https://repositorio.ufsc.br/handle/123456789/243599,0
PMC7122607,10.1007/978-81-322-1029-0_4,11,,,0,https://link.springer.com/chapter/10.1007/978-81-322-1029-0_4,0
PMC7122610,10.1007/978-1-4614-4520-3_6,1,,,0,https://link.springer.com/chapter/10.1007/978-1-4614-4520-3_6,0
PMC7122612,10.1007/978-3-319-03746-2_1,4,,,0,https://www.frontiersin.org/articles/10.3389/fmolb.2022.865129/full,0
PMC7122616,10.1007/978-3-030-16257-3_1,2,JF Kelly,https://scholar.google.com//citations?user=tb3p6AgAAAAJ&hl=en&oi=sra,60,https://link.springer.com/chapter/10.1007/978-3-030-16257-3_1,12714
PMC7122618,10.1007/978-1-4939-0265-1_19,1,,,0,https://link.springer.com/chapter/10.1007/978-1-4939-0265-1_19,0
PMC7122620,10.1007/978-3-030-29168-6_4,0,M Gore;A Puranik;A Indurkar;R Jain;P Dandekar,https://scholar.google.com//citations?user=ksa11wkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=tP2ap4EAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=KMQXUZEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=84oiWTgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=cZEHHykAAAAJ&hl=en&oi=sra,27,https://link.springer.com/chapter/10.1007/978-3-030-29168-6_4,2540
PMC7122623,10.1007/978-0-387-85922-4_14,5,TA Gelzinis;K Subramaniam,https://scholar.google.com//citations?user=t4EOEa0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Z8Ohfi0AAAAJ&hl=en&oi=sra,21,https://link.springer.com/chapter/10.1007/978-0-387-85922-4_14,3766
PMC7122643,10.1007/978-3-319-72607-6_20,1,BA Cotton,https://scholar.google.com//citations?user=PIP2y_0AAAAJ&hl=en&oi=sra,80,https://link.springer.com/chapter/10.1007/978-3-319-72607-6_20,23710
PMC7122656,10.1007/978-4-431-55594-0_3,0,,,0,https://link.springer.com/chapter/10.1007/978-4-431-55594-0_3,0
PMC7122657,10.1007/7653_2013_7,0,,,0,https://link.springer.com/protocol/10.1007/7653_2013_7,0
PMC7122670,10.1007/978-3-030-29022-1_15,4,J Logue;KH Benam;AE Lin;Z Bjornson;S Jiang;DR McIlwain,https://scholar.google.com//citations?user=3yxs8YMAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=ExmxTbEAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=ZASTzp4AAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=rEvrSD4AAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=t_ewWYEAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=QMDxWQ4AAAAJ&hl=pt-BR&oi=sra,25,https://link.springer.com/chapter/10.1007/978-3-030-29022-1_15,6083
PMC7122680,10.1007/978-3-319-53790-0_11,2,JM Hoffman,https://scholar.google.com//citations?user=ZBXb2d8AAAAJ&hl=en&oi=sra,44,https://link.springer.com/chapter/10.1007/978-3-319-53790-0_11,6820
PMC7122696,10.1007/978-1-62703-682-5_17,4,,,0,https://link.springer.com/chapter/10.1007/978-1-62703-682-5_17,0
PMC7122703,10.1007/978-81-322-2680-2_4,77,S Ghosh,https://scholar.google.com//citations?user=i1e_GmMAAAAJ&hl=en&oi=sra,20,https://link.springer.com/chapter/10.1007/978-81-322-2680-2_4,2147
PMC7122716,10.1007/978-1-4471-4219-5_4,7,,,0,https://link.springer.com/chapter/10.1007/978-1-4471-4219-5_4,0
PMC7122718,10.1007/978-1-4471-6359-6_28,0,,,0,https://link.springer.com/chapter/10.1007/978-1-4471-6359-6_28,0
PMC7122723,10.1007/978-3-319-94914-7_26,9,,,0,https://link.springer.com/chapter/10.1007/978-3-319-94914-7_26,0
PMC7122728,10.1007/978-1-4471-4318-5_6,0,H Humphreys;M Paul,https://scholar.google.com//citations?user=Myua8IgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=osBETskAAAAJ&hl=en&oi=sra,93,https://link.springer.com/chapter/10.1007/978-1-4471-4318-5_6,34964
PMC7122753,10.1007/978-1-4471-5226-2_22,0,,,0,https://link.springer.com/chapter/10.1007/978-1-4471-5226-2_22,0
PMC7122756,10.1007/978-3-319-98164-2_3,4,,,0,https://link.springer.com/chapter/10.1007/978-3-319-98164-2_3,0
PMC7122757,10.1007/978-3-319-90137-4_1,28,E Rybicki,https://scholar.google.com//citations?user=VHZLh3EAAAAJ&hl=en&oi=sra,65,https://link.springer.com/chapter/10.1007/978-3-319-90137-4_1,14650
PMC7122828,10.1007/978-3-319-74814-6_8,6,TM Lacerda;SS da Silva,https://scholar.google.com//citations?user=TxnZpKgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=nTMn7mwAAAAJ&hl=en&oi=sra,64,https://link.springer.com/chapter/10.1007/978-3-319-74814-6_8,14169
PMC7122845,10.1007/978-1-4939-3005-0_2,0,D Abrams;M Bacchetta,https://scholar.google.com//citations?user=BavHZwIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=WrQwN2YAAAAJ&hl=en&oi=sra,54,https://link.springer.com/chapter/10.1007/978-1-4939-3005-0_2,10812
PMC7122849,10.1007/978-3-319-49688-7_1,25,I Al Kassaa,https://scholar.google.com//citations?user=c91ApNYAAAAJ&hl=pt-BR&oi=sra,10,https://link.springer.com/chapter/10.1007/978-3-319-49688-7_1,639
PMC7122852,10.1007/978-981-10-7062-4_16,1,,,0,https://link.springer.com/chapter/10.1007/978-981-10-7062-4_16,0
PMC7122855,10.1007/978-3-319-43341-7_20,10,,,0,https://link.springer.com/chapter/10.1007/978-3-319-43341-7_20,0
PMC7122860,10.1007/978-3-0348-0402-8_3,1,,,0,https://link.springer.com/chapter/10.1007/978-3-0348-0402-8_3,0
PMC7122901,10.1007/978-3-319-28797-3_49,3,,,0,https://link.springer.com/chapter/10.1007/978-3-319-28797-3_49,0
PMC7122905,10.1007/978-3-0348-0218-5_21,4,,,0,https://link.springer.com/chapter/10.1007/978-3-0348-0218-5_21,0
PMC7122906,10.1007/978-3-319-33189-8_6,5,SS Soldan,https://scholar.google.com//citations?user=ij7GC_AAAAAJ&hl=en&oi=sra,32,https://link.springer.com/chapter/10.1007/978-3-319-33189-8_6,4454
PMC7122908,10.1007/978-1-60327-553-8_48,0,RM Prins;LM Liau,https://scholar.google.com//citations?user=Z2z9ZdIAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=bDpdeJIAAAAJ&hl=ko&oi=sra,81,https://link.springer.com/chapter/10.1007/978-1-60327-553-8_48,33564
PMC7122924,10.1007/978-3-319-90107-7_1,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-90107-7_1,0
PMC7122931,10.1007/978-981-13-0644-0_5,1,,,0,https://link.springer.com/chapter/10.1007/978-981-13-0644-0_5,0
PMC7122936,10.1007/978-3-319-78655-1_12,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-78655-1_12,0
PMC7122941,10.1007/978-94-007-5273-3_9,0,,,0,https://link.springer.com/chapter/10.1007/978-94-007-5273-3_9,0
PMC7122960,10.1007/978-3-319-20264-8_10,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-20264-8_10,0
PMC7122980,10.1007/978-3-319-47462-5_77,7,S Pitchford;P Gresele,https://scholar.google.com//citations?user=jKOEnrMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=BhDHdtcAAAAJ&hl=en&oi=sra,71,https://link.springer.com/chapter/10.1007/978-3-319-47462-5_77,38285
PMC7122985,10.1007/978-3-319-74588-6_197,0,,,0,https://link.springer.com/content/pdf/10.1007/978-3-319-74588-6_197.pdf,0
PMC7122987,10.1007/978-3-319-13278-5_4,1,GF Weber,https://scholar.google.com//citations?user=iAQXklUAAAAJ&hl=pt-BR&oi=sra,40,https://link.springer.com/chapter/10.1007/978-3-319-13278-5_4,8830
PMC7122989,10.1007/978-3-030-01322-6_6,1,,,0,https://link.springer.com/chapter/10.1007/978-3-030-01322-6_6,0
PMC7122996,10.1007/978-3-319-33341-0_13,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-33341-0_13,0
PMC7123001,10.1007/978-3-319-06752-0_15,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-06752-0_15,0
PMC7123018,10.1007/978-3-0346-0279-2_10,13,K Subbarao,https://scholar.google.com//citations?user=S7WFJtwAAAAJ&hl=en&oi=sra,103,https://link.springer.com/chapter/10.1007/978-3-0346-0279-2_10,43378
PMC7123025,10.3920/978-90-8686-765-3_16,3,KV Balan;DE Godar,https://scholar.google.com//citations?user=ojO38VoAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=H2v5WcUAAAAJ&hl=de&oi=sra,23,https://link.springer.com/chapter/10.3920/978-90-8686-765-3_16,2520
PMC7123073,10.1007/978-3-642-15742-4_42,0,,,0,https://link.springer.com/chapter/10.1007/978-3-642-15742-4_42,0
PMC7123081,10.1007/978-3-319-79026-8_14,0,RQ Cron,https://scholar.google.com//citations?user=9_1isOAAAAAJ&hl=ko&oi=sra,67,https://link.springer.com/chapter/10.1007/978-3-319-79026-8_14,17345
PMC7123130,10.1007/978-3-319-32564-4_3,2,,,0,https://link.springer.com/chapter/10.1007/978-3-319-32564-4_3,0
PMC7123136,10.1007/978-3-319-68038-5_10,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-68038-5_10,0
PMC7123144,10.1007/978-3-319-21088-9_2,26,,,0,https://link.springer.com/chapter/10.1007/978-3-319-21088-9_2,0
PMC7123147,10.1007/978-3-319-28797-3_31,0,J Englund,https://scholar.google.com//citations?user=0k2WLFYAAAAJ&hl=en&oe=ASCII&oi=sra,100,https://link.springer.com/chapter/10.1007/978-3-319-28797-3_31,32758
PMC7123165,10.1007/978-1-60761-644-3_32,0,RF Chemaly;DB Rathod,https://scholar.google.com//citations?user=S0N8qQkAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=MDTtb9QAAAAJ&hl=fr&oi=sra,6,https://link.springer.com/chapter/10.1007/978-1-60761-644-3_32,276
PMC7123184,10.1007/978-3-319-11020-2_39,0,PE Marik,https://scholar.google.com//citations?user=L0ecA4IAAAAJ&hl=en&oi=sra,114,https://link.springer.com/chapter/10.1007/978-3-319-11020-2_39,56976
PMC7123185,10.1007/978-3-319-34199-6_14,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-34199-6_14,0
PMC7123187,10.1007/7355_2018_38,8,,,0,https://link.springer.com/chapter/10.1007/7355_2018_38,0
PMC7123192,10.1007/978-0-387-72719-6_14,7,A Guiseppi-Elie,https://scholar.google.com//citations?user=BRTdkZcAAAAJ&hl=en&oi=sra,49,https://link.springer.com/chapter/10.1007/978-0-387-72719-6_14,9219
PMC7123210,10.1007/978-3-642-29026-8_7,53,RRN Alves;WLS Vieira;PFGP Montenegro,https://scholar.google.com//citations?user=5KD-HEYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Mpcqh14AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ssmzpzUAAAAJ&hl=en&oi=sra,8,https://link.springer.com/chapter/10.1007/978-3-642-29026-8_7,495
PMC7123212,10.1007/978-3-319-73506-1_3,8,W Joost Wiersinga,https://scholar.google.com//citations?user=RR_GrCQAAAAJ&hl=en&oi=sra,64,https://link.springer.com/chapter/10.1007/978-3-319-73506-1_3,33427
PMC7123214,10.1007/978-3-7091-0709-6_5,5,,,0,https://link.springer.com/chapter/10.1007/978-3-7091-0709-6_5,0
PMC7123219,10.1007/978-3-030-23491-1_6,13,,,0,https://link.springer.com/chapter/10.1007/978-3-030-23491-1_6,0
PMC7123228,10.1007/978-3-030-20820-2_1,12,,,0,https://link.springer.com/chapter/10.1007/978-3-030-20820-2_1,0
PMC7123234,10.1007/978-3-642-03683-5_16,34,CK Li,https://scholar.google.com//citations?user=IHsBvNYAAAAJ&hl=en&oi=sra,26,https://link.springer.com/chapter/10.1007/978-3-642-03683-5_16,3436
PMC7123246,10.1007/978-3-030-16073-9_14,6,,,0,https://link.springer.com/chapter/10.1007/978-3-030-16073-9_14,0
PMC7123257,10.1007/978-3-319-19668-8_35,1,L Clifford;DJ Kor,https://scholar.google.com//citations?user=_onj7T0AAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=WGBtVNcAAAAJ&hl=en&oe=ASCII&oi=sra,49,https://link.springer.com/chapter/10.1007/978-3-319-19668-8_35,7564
PMC7123269,10.1007/978-3-319-27250-4_36,0,M Schmidt,https://scholar.google.com//citations?user=d4Z-1IEAAAAJ&hl=ko&oi=sra,24,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123269/,1873
PMC7123277,10.1007/978-3-319-50559-6_19,1,A Lucchini;S Bambi;GD Giusti;M Manici,https://scholar.google.com//citations?user=5QzEkvsAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=zILCVnwAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ty27m4AAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=HhQqsKwAAAAJ&hl=en&oi=sra,6,https://link.springer.com/chapter/10.1007/978-3-319-50559-6_19,110
PMC7123279,10.1007/978-3-319-07209-8_9,11,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123279/,0
PMC7123283,10.1007/978-3-319-42252-7_9,3,PSC Leung;B Liu,https://scholar.google.com//citations?user=YsKlj9YAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=o7hY_jMAAAAJ&hl=en&oi=sra,53,https://link.springer.com/chapter/10.1007/978-3-319-42252-7_9,20852
PMC7123292,10.1007/978-3-319-28797-3_32,1,A Waghmare;M Boeckh,https://scholar.google.com//citations?user=IskI2MgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=x_baIksAAAAJ&hl=en&oi=sra,122,https://link.springer.com/chapter/10.1007/978-3-319-28797-3_32,52942
PMC7123296,10.1007/978-3-319-64906-1_13,0,,,0,https://link.springer.com/chapter/10.1007/978-3-319-64906-1_13,0
PMC7123307,10.1007/978-981-10-4466-3_13,1,,,0,https://link.springer.com/chapter/10.1007/978-981-10-4466-3_13,0
PMC7123309,10.1007/7355_2014_40,15,A Junker;AK Kokornaczyk,https://scholar.google.com//citations?user=49yo744AAAAJ&hl=de&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=9wx3pnEAAAAJ&hl=de&oe=ASCII&oi=sra,5,https://link.springer.com/chapter/10.1007/7355_2014_40,72
PMC7123320,10.1007/978-3-319-32461-6_1,4,,,0,https://link.springer.com/chapter/10.1007/978-3-319-32461-6_1,0
PMC7123326,10.1007/978-3-319-41324-2_9,7,A Aouacheria,https://scholar.google.com//citations?user=K82i-CAAAAAJ&hl=en&oi=sra,27,https://link.springer.com/chapter/10.1007/978-3-319-41324-2_9,2199
